class,text
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,I'm at work. Please call
ham,I think i've fixed it can you send a test message?
ham,K:)k:)what are detail you want to transfer?acc no enough?
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,What happen dear. Why you silent. I am tensed
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,Which is weird because I know I had it at one point
ham,"Yes..but they said its IT.,"
ham,Great! I shoot big loads so get ready!
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,Shall i come to get pickle
ham,In meeting da. I will call you
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,Love it! I want to flood that pretty pussy with cum...
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,Or remind me in a few hrs.
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,Hey are we going for the lo lesson or gym? 
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
ham,"Tick, tick, tick ... Babe"
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,Long time. You remember me today.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Apps class varaya elaya.
ham,I send the print  outs da.
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,Goodnight da thangam I really miss u dear.
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,Can you do a mag meeting this avo at some point?
ham,Kay... Since we are out already 
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,Beerage?
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,No he didn't. Spring is coming early yay!
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,Am slow in using biola's fne
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Then dun wear jeans lor...
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
spam,You have 1 new message. Call 0207-083-6089
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,Is that what time you want me to come?
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,i see. When we finish we have loads of loans to pay
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
ham,Prepare to be pleasured :)
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,"aight we can pick some up, you open before tonight?"
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,I wont do anything de.
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,Its not that time of the month nor mid of the time?
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Yar... I tot u knew dis would happen long ago already.
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
ham,U call me alter at 11 ok.
ham,Why did I wake up on my own &gt;:(
ham,How much r Ì_ willing to pay?
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,Wot is u up 2 then bitch?
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,Where's my boytoy? I miss you ... What happened?
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,IM GONNA MISS U SO MUCH
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,What year. And how many miles.
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,Oh k.i think most of wi and nz players unsold.
ham,"Awesome, lemme know whenever you're around"
ham,"Ask g or iouri, I've told the story like ten times already"
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,If you ask her or she say any please message.
ham,Tomarrow final hearing on my laptop case so i cant.
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,K..k:)where are you?how did you performed?
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,R u here yet? I'm wearing blue shirt n black pants.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,I cant pick the phone right now. Pls send a message
ham,It only does simple arithmetic not percentages.
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,Hi its in durban are you still on this number
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Nokia phone is lovly..
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,3. You have received your mobile content. Enjoy
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
ham,Pick you up bout 7.30ish? What time are  and that going?
